sigle-atom,MagpieData minimum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData maximum CovalentRadius,MagpieData mode NdUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode GSmagmom,MagpieData mean SpaceGroupNumber,vpa,packing fraction,sine coulomb matrix eig 0,sine coulomb matrix eig 3,sine coulomb matrix eig 5,sine coulomb matrix eig 6,sine coulomb matrix eig 8,sine coulomb matrix eig 11,SOAP_40,magmom,theoretical
3.556,52,42,76,584.55,622.9666667,10,13,4,139,0,4,3,1.333333333,0,158.3333333,42.50770215,0.132000996,1214.360784,433.7521459,48.04793963,0,0,0,7.480268716,6.105,3
2.022,46,48,76.33333333,949.5333333,822.3111111,12,12.66666667,5.111111111,153,0,6,3.333333333,2.444444444,0,102.3333333,62.11521418,0.111971554,2497.203607,886.2630498,434.9092279,0,0,0,0,3.737,2
3.413,8,71,47.33333333,1357.466667,302.3555556,12,8,4,195,0,4,2.666666667,1.777777778,0,226.3333333,50.33487243,0.352211699,3212.663153,1967.531457,1179.312459,0,0,0,0,6.606,3
0.945,43,53,75.66666667,905.4033333,690.3977778,13,12.33333333,5.555555556,160,0,7,3.666666667,2.888888889,0,109.3333333,69.07938352,0.131138358,7433.511581,6666.905383,803.3123356,802.013332,367.1561332,361.454302,0,3.417,2
1.647,44,51,84.375,681.35,623.325,13,14.5,3.75,175,0,7,2,1.5,0,100.375,85.26301744,0.094015386,3737.393327,2506.285417,2418.58298,2404.037918,0,0,0,1.855,2
0.377,12,82,53,985.3,813.7,14,10,7,190,0,8,5,4,0,129,110.5040634,0.129487612,3532.094147,431.4810873,0,0,0,0,0,0.763,0
0.623,69,25,83.33333333,306.36,257.5466667,5,15,2,122,0,2,1,0.666666667,0,90,102.2259431,0.05021414,2022.100839,1679.466761,450.4699112,403.6836055,80.32359166,66.28146911,0,3.446,2
2.019,46,43,81.1,701.653,402.9248,11,14.2,2.48,153,0,6,2.6,1.04,0,54.2,119.197691,0.06213595,5228.360426,249.2256868,2202.962358,2222.766235,2281.087517,0,0,1.815,2
4.115,52,40,74.22222222,1371.18,1188.244444,15,9.222222222,5.135802469,139,5,4,3.222222222,1.530864198,0.000310121,161.2222222,20.48431981,0.213149963,1324.987829,75.94107895,72.02930694,-1.146644035,27.59833248,0,8.751051073,11.242,4
2.673,49,38,67.85714286,2042.228571,1135.673469,10,11.14285714,4.408163265,139,5,4,4.285714286,1.469387755,0,157,22.81179976,0.245268983,1181.875801,39.40586521,27.60136597,70.16653975,0,0,0,6.483,3
4.098,52,41,69.44444444,1961.333333,1241.111111,10,11.55555556,4.049382716,139,5,4,3.777777778,1.234567901,0.000310121,164.4444444,19.43305207,0.293506958,1358.615703,989.1075484,93.96477011,39.72998495,29.29531434,0,9.649515438,14.209,4
3.496,49,28,61,2884.142857,804.7346939,8,9.428571429,3.918367347,139,5,2,5.142857143,0.979591837,0,214,23.35251888,0.307623141,1234.205434,939.9119272,33.70787778,29.74617462,0,0,0,11.446,3
1.03,61,34,78,996.9,731.1,7,13.5,3.5,124,0,1,1.5,0.5,0,144.5,57.58195681,0.144807696,1346.113636,2446.411418,0,0,0,0,0,2.17,1
3.959,49,47,80.33333333,984.5666667,796.9555556,11,13.33333333,4.888888889,139,0,5,2.666666667,2.222222222,0,119,111.1367508,0.103422497,1019.179128,0,0,0,0,0,0,7.393,4
3.339,49,40,75.66666667,1056,749.3333333,10,12.66666667,4.444444444,139,0,4,3.333333333,1.777777778,0,85.66666667,88.80540488,0.090967785,1009.89328,0,0,0,0,0,0,4.67,3
3.263,52,35,75.33333333,542.8666667,650.7555556,9,13,4,139,0,3,3,1.333333333,0,80.33333333,41.12619957,0.107827434,1136.734417,0,0,0,0,0,1.836954286,5.974,3
1.668,61,33,83,690.4,691.7333333,7,14.66666667,3.111111111,124,0,1,1.333333333,0.444444444,0,117.6666667,58.85222547,0.105821969,1502.351418,0,0,0,0,0,0,3.894,2
3.105,54,42,82,1410.9,1365.4,10,13.66666667,4.444444444,151,0,4,2.333333333,1.777777778,0,107.3333333,77.60529547,0.143006029,15908.34294,0,0,0,0,0,0,6.344,3
3.401,56,38,81.33333333,983.4,1082.4,9,14,4,146,0,3,2,1.333333333,0,107.3333333,63.00096281,0.093016316,4407.042339,0,0,0,0,0,0,7.535,3
0.424,65,30,87.5,508.0825,363.42375,6,15.5,2.25,145,0,0,1,0,0,104.25,91.91639424,0.098647156,5527.685898,2506.333954,2407.695153,2439.845993,0,0,0,3.321,1
3.247,49,46,83.5,744.35,717.825,11,14.25,4.125,139,0,5,2.25,1.875,0,105.25,80.217143,0.095384596,963.7202552,2498.869442,2398.904317,2433.802477,0,0,0,5.798,3
3.863,55,41,85.75,742.8875,534.05625,9,14.75,3.375,139,0,3,1.75,1.125,0,105.25,104.9879457,0.109479619,1178.730051,6708.002265,6751.393055,6575.731813,0,0,0,9.146,4
1.507,61,34,86.5,631.35,548.325,7,15.25,2.625,124,0,1,1.25,0.375,0,104.25,77.28168961,0.095164436,1399.053164,2393.438395,2491.977177,2439.472844,0,0,0,2.169,1
0.819,63,32,87,709.7,665.85,7,15.25,2.625,136,0,1,1.25,0.375,0,104.25,87.33713641,0.084207803,18086.6009,2402.141256,2490.963707,2442.373939,0,0,0,1.858,1
0.539,45,50,76.33333333,1088.6,944.9333333,13,12.33333333,5.555555556,175,0,7,3.666666667,2.888888889,0,90.66666667,70.75413041,0.133512977,15742.76069,13978.79638,2487.190493,2449.090788,2309.257474,2268.555669,0,2.228,1
0.549,44,51,75.66666667,927.3866667,800.4088889,13,12.33333333,5.555555556,175,0,7,3.666666667,2.888888889,0,109.3333333,70.07788061,0.124423225,4243.306659,3409.990766,372.0481717,365.9779961,2477.983231,2422.989284,0,2.17,1
0.512,45,49,75.66666667,1021.986667,989.3422222,13,12.33333333,5.555555556,175,0,7,3.666666667,2.888888889,0,109.3333333,64.70804408,0.123509176,15577.26803,13950.55941,435.1537322,426.6598015,377.6934926,364.9889597,0,2.109,1
4.097,52,42,77.66666667,581.8,624.8,10,13.33333333,4.222222222,139,0,4,2.666666667,1.555555556,0,97.66666667,45.29445919,0.122072394,1211.061156,434.3326216,66.76641856,0,0,0,6.950054288,7.767,4
4.347,52,44,79,799.95,479.3666667,10,13.33333333,4.222222222,139,0,4,2.666666667,1.555555556,0,98.33333333,69.67777551,0.140449886,7007.653542,1144.456266,2274.366025,0,0,0,6.330051358,7.894,4
1.693,44,50,83.625,610.7,658.65,13,14.5,3.75,175,0,7,2,1.5,0,100.375,76.20949785,0.083712117,3519.971645,438.1495593,414.4461355,409.1605896,0,0,0,1.898,2
0.339,4,73,52.66666667,2652.82,1560.24,13,9.666666667,5.777777778,220,0,3,3,1.333333333,0,205.6666667,122.873894,0.155267876,2999.883488,74.64182407,-6.081519822,0,0,0,0,1.271,1
4.55,52,38,83.42857143,785.4914286,209.5738776,9,14.42857143,2.12244898,148,0,3,2.714285714,0.816326531,0,121.2857143,95.16070804,0.137789119,1110.91186,6331.46407,6547.711062,6128.164743,0,0,4.83E-07,9.244,4
0.747,64,28,85.77777778,239.31,305.1444444,15,12.11111111,5.185185185,132,0,1,1.666666667,0.444444444,0,76.33333333,96.36028813,0.024596825,2514.284853,2319.016017,0.478136044,0.109466928,0.365392551,73.60125459,0,1.908,1
1.636,61,27,79.28571429,1468.117143,1419.899592,6,14.28571429,1.387755102,124,0,2,2.857142857,0.734693878,0,163,91.0638051,0.037427099,1497.360916,64.54071867,31.56836199,30.88221958,0,0,0,3.804,2
3.538,49,28,60.2,2837.2,788.64,8,9.2,3.84,139,5,2,5.2,0.96,0,215,29.20387905,0.255826502,1188.91061,988.6983868,0,0,0,0,0,9.25,3
0.343,45,32,58.71428571,3070.428571,645.0612245,10,8.285714286,4.897959184,175,8,4,6.285714286,1.959183673,0,194,30.72677022,0.310126917,15840.56867,13740.15079,34.57933379,30.84919205,0,0,0,0.666,1
0.956,61,34,78,996.9,731.1,7,13.5,3.5,124,0,1,1.5,0.5,0,144.5,64.13316602,0.130015576,1407.772609,2451.195896,0,0,0,0,0,1.968,2
1.946,58,36,76,969.8,798.2,8,13,4,126,0,2,2,1,0,129,60.18414038,0.120420304,1453.822773,425.9070013,0,0,0,0,0,4.03,2
4.092,52,35,69.5,786.9,732.1,9,11.5,4.5,139,0,3,3.5,1.5,0,114.5,34.83758236,0.177951772,1281.232475,67.09406996,0,0,0,0,9.624421659,8.041,4
3.791,55,34,77.66666667,933,585.3333333,8,13.33333333,3.555555556,132,0,2,2.666666667,0.888888889,0,85.66666667,58.12716044,0.138978593,1199.745985,0,0,0,0,0,0,7.98,4
0.767,71,16,81.66666667,114.64,79.78666667,4,14.66666667,1.777777778,132,0,2,1.333333333,0.888888889,0,63.33333333,57.94600992,0.091733232,18958.9009,67.66248125,64.1841685,0,0,0,0,3.455,1
3.3,52,35,75.33333333,542.8666667,650.7555556,9,13,4,139,0,3,3,1.333333333,0,80.33333333,59.50256047,0.074526752,1134.568924,0,0,0,0,0,1.325068808,5.861,3
1.687,61,33,83,690.4,691.7333333,7,14.66666667,3.111111111,124,0,1,1.333333333,0.444444444,0,117.6666667,62.29244829,0.099977743,1502.429635,0,0,0,0,0,0,3.874,2
1.756,56,32,77.33333333,1127.906667,986.0622222,8,13.33333333,3.555555556,146,0,2,2.666666667,0.888888889,0,111.3333333,56.92169584,0.102950508,4407.265206,0,0,0,0,0,0,3.802,2
2.193,51,39,77,1713.44,1321.04,10,12.66666667,4.444444444,162,0,4,3.333333333,1.777777778,0,177.6666667,121.1651708,0.091594185,15730.45382,6393.015114,6350.555719,0,0,0,0,3.584,2
0.725,12,75,55,1506.12,1161.056,13,10.4,5.92,190,0,7,5.2,3.04,0,121.2,44.05957922,0.236517744,3436.558276,76.43817007,0,0,0,0,0,1.113,1
0.228,65,29,86.75,437.4325,398.74875,6,15.5,2.25,145,0,0,1,0,0,104.25,91.61930328,0.081106421,5425.026352,430.4335579,427.2862127,414.0748429,0,0,0,1.67,1
3.109,49,45,82.75,673.7,753.15,11,14.25,4.125,139,0,5,2.25,1.875,0,105.25,70.16146534,0.085732285,1145.927279,436.5065375,413.090582,422.8142315,0,0,0,5.767,3
1.59,61,33,85.75,560.7,583.65,7,15.25,2.625,124,0,1,1.25,0.375,0,104.25,79.03685814,0.072347149,1655.319497,439.6811733,422.8184944,409.9961248,0,0,0,2.536,2
0.738,63,31,86.25,639.05,701.175,7,15.25,2.625,136,0,1,1.25,0.375,0,104.25,78.48615897,0.072854773,18062.91497,414.1302915,434.0186648,425.7027534,0,0,0,1.826,1
1.403,48,47,83.25,1021.85,1134.075,12,14,4.5,170,0,6,2.5,2.25,0,105.25,74.86338605,0.10646703,15507.94336,2535.532913,2399.801104,2391.124461,0,0,0,2.911,1
4.362,52,42,78.33333333,728.2,527.2,10,13.33333333,4.222222222,139,0,4,2.666666667,1.555555556,0,98.33333333,65.23891033,0.112680488,2503.175702,1083.886647,435.132823,0,0,0,6.379939575,8.067,4
0.92,43,51,75,833.6533333,738.2311111,13,12.33333333,5.555555556,160,0,7,3.666666667,2.888888889,0,109.3333333,59.03501685,0.112202451,1112.960264,809.4870289,363.460032,360.0444046,430.5238759,419.1738708,0,3.309,1
2.453,51,45,78.33333333,1490.07,1469.953333,11,13,4.666666667,162,0,5,3,2,0,121,66.79436255,0.129695702,15822.87993,6767.431651,366.1509443,0,0,0,0,4.824,3
0.561,44,52,76.33333333,1002.95,750.0333333,13,12.33333333,5.555555556,175,0,7,3.666666667,2.888888889,0,90.66666667,78.47907668,0.142132142,7704.948171,6691.821499,3400.247017,3405.072843,2288.642838,2256.341053,0,2.175,1
2.745,58,36,85.63636364,231.7818182,279.3123967,8,15.54545455,1.190082645,126,0,2,1.909090909,0.330578512,0,38,67.89509723,0.034708363,1379.062071,103.1325397,67.80727571,32.31567509,68.43409177,0,0,5.925,3
0.751,64,23,80.8,546.714,590.2968,5,14.6,1.68,132,0,3,2.2,0.72,0,97.2,94.70400584,0.044774371,2178.988402,1995.237544,77.65075622,65.5708679,56.74511547,0,0,0,1
3.416,52,35,69.14285714,1758.942857,1179.461224,9,11.57142857,3.918367347,139,5,3,3.857142857,1.06122449,0.000310121,151.8571429,22.74538689,0.245985128,1302.473368,39.21327738,27.74003644,70.21447595,0,0,8.740509243,9.228,4
4.082,52,25,62.71428571,2506.428571,1128.489796,7,10,3.428571429,139,5,1,4.571428571,0.489795918,0.000310121,207.1428571,22.36412725,0.32121867,1355.97482,989.4698573,33.81762905,29.96033932,0,0,10.22656708,13.854,4
0.373,7,89,51.5,750.925,364.075,15,9.5,7.5,176,0,1,0.5,0.5,0,144.5,117.9454646,0.152286758,632.4972068,6734.677854,0,0,0,0,0,0.903,0
2.281,58,36,76,969.8,798.2,8,13,4,126,0,2,2,1,0,129,41.97190622,0.172672464,1519.039157,430.4262947,0,0,0,0,0,4.782,2
2.339,58,35,75.5,910.75,857.25,8,13,4,126,0,2,2,1,0,104.5,30.40952985,0.178062494,1506.863782,91.84307327,0,0,0,0,0,4.919,2
1.978,58,31,73.5,1131,637,7,12.5,3.5,126,0,1,2.5,0.5,0,104,53.92653008,0.154623531,1194.607433,2290.720889,0,0,0,0,0,3.831,2
3.512,55,34,72,1152.5,658.5,8,12,4,132,0,2,3,1,0,121.5,55.19083394,0.161844507,1120.855309,2277.068499,0,0,0,0,0,7.273,4
2.031,58,29,77.33333333,625.8666667,761.4222222,7,13.66666667,3.111111111,126,0,1,2.333333333,0.444444444,0,72.66666667,37.01927242,0.109092294,1366.547821,0,0,0,0,0,0,4.692,2
1.314,63,32,84.33333333,857.6666667,789.1555556,7,14.66666667,3.111111111,136,0,1,1.333333333,0.444444444,0,117.6666667,79.88219713,0.096171814,17406.27926,0,0,0,0,0,0,3.604,1
1.75,43,53,78.33333333,904.9,690.7333333,13,12.66666667,5.777777778,160,0,7,3.333333333,3.111111111,0,107.3333333,104.7377494,0.109741143,826.9464148,0,0,0,0,0,0,3.426,2
3.669,52,35,72,642.13,701.496,9,12.2,4.16,139,0,3,3.4,1.28,0,130.4,27.62748702,0.1878418,1232.949918,77.21461797,0,0,0,0,8.761239907,6.925,4
0.924,61,34,71.125,1184.31375,679.6078125,7,12.125,2.65625,124,2,4,2.125,0.71875,0.5953947,164.625,37.21986696,0.246756652,2737.18991,1594.986284,1409.497629,1433.246929,0,0,0,3.516,1
0.525,65,29,86.75,437.4325,398.74875,6,15.5,2.25,145,0,0,1,0,0,104.25,80.98707349,0.09175432,5412.823428,438.6202604,415.7019293,423.9949177,0,0,0,3.37,1
3.453,49,47,84.25,835.1375,672.43125,11,14.25,4.125,139,0,5,2.25,1.875,0,105.25,96.0339264,0.119687289,968.7780604,6805.945404,6580.632679,6649.816949,0,0,0,5.932,3
1.449,61,33,85.75,560.7,583.65,7,15.25,2.625,124,0,1,1.25,0.375,0,104.25,67.87065926,0.084249827,1619.736003,411.6878925,434.4947111,424.2372468,0,0,0,2.152,1
0.775,63,31,86.25,639.05,701.175,7,15.25,2.625,136,0,1,1.25,0.375,0,104.25,86.9668206,0.065750263,18058.44073,432.7251818,439.2041774,412.446433,0,0,0,1.758,1
0.654,44,51,82.25,731.35,698.325,13,13.75,4.875,175,0,7,2.75,2.625,0,96.5,85.62789608,0.101340835,3958.565245,2526.588524,2408.066558,2411.932116,0,0,0,1.307,1
0.581,71,24,84.33333333,184.9733333,86.78222222,5,15,2,132,0,2,1,0.666666667,0,80.66666667,58.36333416,0.122294658,19036.08655,2492.142415,67.60015958,0,0,0,0,1.732,1
0.546,45,49,76,1057.2,965.8666667,13,12.33333333,5.555555556,175,0,7,3.666666667,2.888888889,0,90.66666667,66.9558104,0.130224932,15661.93146,13963.63575,2313.028803,2274.746065,468.260631,425.0364111,0,2.258,1
0.569,44,50,75.66666667,931.2,797.8666667,13,12.33333333,5.555555556,175,0,7,3.666666667,2.888888889,0,90.66666667,68.53333385,0.127227371,4225.697157,3410.355881,433.6943294,424.4245423,2300.051623,2257.204685,0,2.238,1
1.573,44,52,85.125,772.1375,577.93125,13,14.5,3.75,175,0,7,2,1.5,0,100.375,99.93172146,0.118666984,1461.8621,6821.784713,6614.6701,6590.666869,0,0,0,1.83,2
0.736,64,32,86.44444444,273.3633333,291.4177778,6,15.66666667,1.037037037,139,0,1,1.666666667,0.444444444,0,47.22222222,85.27065781,0.050457304,7456.467132,6663.875001,1584.10768,103.5515514,55.47931053,58.33199703,0,1.904,1
3.097,48,42,74.6,1453.796,877.3632,11,12.2,4.56,170,0,5,3.4,1.68,0,182.8,123.8722641,0.094849662,15363.04114,1159.595186,6498.842538,6534.721941,6220.317137,0,0,5.502,4
1.621,63,19,77,1658.784706,1572.694948,5,13.88235294,1.134948097,136,0,3,3.058823529,0.664359862,0,199.4705882,113.6050362,0.025237741,17391.53492,107.3815584,-11.0381632,-10.96039795,62.5737417,42.35271489,0,4.285,2
4.324,52,40,75.33333333,535.6355556,655.5762963,15,9.444444444,5.382716049,139,5,4,3,1.333333333,0.000310121,161.2222222,20.50246521,0.209856992,1311.07605,78.26546868,52.34821874,43.18917099,-1.139222492,0,8.311468238,12.593,4
4.39,52,40,73.81818182,582.07,681.4036364,15,9.727272727,5.157024793,139,5,4,3.181818182,1.32231405,0.000310121,169.2727273,17.66454009,0.264359392,1373.480483,982.343264,73.92919192,55.26401831,42.35127317,0,9.764007479,16.504,4
4.013,52,25,62,2440.6,1105.92,7,9.8,3.36,139,5,1,4.6,0.48,0.000310121,207.8,29.3648234,0.254424353,1310.704145,1090.044014,0,0,0,0,9.123222618,10.866,4
0.362,11,71,39.4,1113.62,840.456,12,7.8,5.76,170,9,6,6.6,2.88,6.35E-06,194,35.82052137,0.30023319,850.1589416,722.2016676,0,0,0,0,0,0.765,0
2.258,58,35,75.5,910.75,857.25,8,13,4,126,0,2,2,1,0,104.5,51.06351581,0.106040421,1446.157771,90.53665208,0,0,0,0,0,4.629,2
3.409,55,38,74,932.25,878.75,9,12.5,4.5,132,0,3,2.5,1.5,0,122,51.90814657,0.1157587,1321.934099,90.77789074,0,0,0,0,0,6.865,3
1.348,61,32,77,890.75,837.25,7,13.5,3.5,124,0,1,1.5,0.5,0,120,50.26980609,0.107714693,1576.965585,90.6972645,0,0,0,0,0,2.782,1
0.954,61,35,78.5,1057.425,670.575,7,13.5,3.5,139,0,1,1.5,0.5,0,144.5,71.43717813,0.15258186,1411.362158,6685.602092,0,0,0,0,0,1.972,1
1.054,61,28,75,1111,617,6,13,3,124,0,0,2,0,0,119.5,57.2127772,0.145742104,1405.488998,2243.946976,0,0,0,0,0,2.114,1
0.398,66,21,80,482.31,570.0133333,5,14.33333333,2.222222222,136,0,1,1.666666667,0.444444444,0,83,52.27175603,0.077260028,17919.32885,0,0,0,0,0,0,1.716,1
0.842,71,16,81.66666667,114.64,79.78666667,4,14.66666667,1.777777778,132,0,2,1.333333333,0.888888889,0,63.33333333,61.25519964,0.086777527,18468.23317,0,0,0,0,0,0,3.406,1
4.614,52,43,80.66666667,683.5333333,556.9777778,10,13.66666667,4.444444444,139,0,4,2.333333333,1.777777778,0,115,78.71285071,0.102631666,1104.895934,0,0,0,0,0,0.060796764,9.43,4
1.749,43,53,78.33333333,904.9,690.7333333,13,12.66666667,5.777777778,160,0,7,3.333333333,3.111111111,0,107.3333333,88.51198804,0.129858571,822.8370316,0,0,0,0,0,0,3.441,2
2.687,46,48,78,842.0666667,893.9555556,12,13,5.333333333,153,0,6,3,2.666666667,0,119,78.22996978,0.079609623,940.0047917,0,0,0,0,0,0,5.294,3
3.423,49,43,76.85714286,651.5242857,873.4146939,15,8.714285714,5.959183673,139,0,5,3,1.714285714,0,152,24.59397428,0.151482426,1127.487707,70.24054843,-0.798354389,-0.803904857,0,0,0,6.634,3
3.709,49,41,79.75,1086.995,546.5025,10,13.5,3.75,139,0,4,3,1.5,0,171.25,60.5259865,0.189902569,981.1963307,6634.883687,6330.189035,6225.759,0,0,0,6.151,3
1.476,61,35,87.25,722.1375,502.93125,7,15.25,2.625,139,0,1,1.25,0.375,0,104.25,91.33477755,0.122593269,1405.524135,6794.483368,6568.371502,6659.447825,0,0,0,2.574,2
0.726,63,33,87.75,800.4875,620.45625,7,15.25,2.625,139,0,1,1.25,0.375,0,104.25,99.72069658,0.112283902,18188.80542,6796.575688,6583.173633,6658.445298,0,0,0,1.773,1
0.673,48,46,82.5,951.2,1169.4,12,14,4.5,170,0,6,2.5,2.25,0,105.25,65.15453671,0.097216642,15491.13324,446.7963084,413.6305696,411.294295,0,0,0,1.438,1
2.132,46,44,79,1087.745,547.6275,11,13.25,4.125,153,0,5,3.25,1.875,0,171.25,59.38408797,0.18855268,888.7735847,6612.779585,6413.958633,6275.11253,0,0,0,3.737,2
0.701,44,51,82.25,731.35,698.325,13,13.75,4.875,175,0,7,2.75,2.625,0,96.5,86.16848626,0.100705059,3980.90982,2511.346304,2425.626504,2387.968559,0,0,0,1.344,1
3.371,1,84,47,1056.156667,503.2288889,14,8,4.666666667,139,0,3,2.666666667,1.111111111,0,208,46.8323392,0.26359379,6454.649978,7.135019064,1178.512606,0,0,0,0,6.632,3
2.935,50,46,78,1223.736667,1114.842222,11,13,4.666666667,154,0,5,3,2,0,121,67.08135038,0.141384955,7034.493936,3784.642364,366.2495663,0,0,0,0,5.676,3
0.521,44,52,76,967.7366667,773.5088889,13,12.33333333,5.555555556,175,0,7,3.666666667,2.888888889,0,109.3333333,75.75327095,0.137645813,7627.951189,6685.353418,3374.350644,3378.276473,399.0927249,366.6785418,0,2.031,1
3.785,55,32,76.33333333,640.2,780.5333333,8,13.33333333,3.555555556,132,0,2,2.666666667,0.888888889,0,84.33333333,61.10421019,0.072573274,1325.115949,78.78995062,53.82958974,0,0,0,0,7.877,4
3.13,55,35,70.66666667,1348.286667,462.7133333,8,11.66666667,3.666666667,138,4,2,3.333333333,0.888888889,2.1106628,202.6666667,48.01889265,0.227866675,6765.864678,1367.43866,1131.92029,0,0,0,0,8.772,4
1.026,1,86,66,636.71125,773.144375,15,11.375,5.78125,153,0,6,3.125,1.9375,0,93.375,88.69457305,0.053422002,1087.949175,875.2205334,6.391519773,92.97506466,74.43242882,65.05450667,0,1.921,1
0.847,11,84,53,1039.9,774.1,14,10,7,170,0,8,5,4,0,129,81.97229623,0.143511357,705.4125648,2468.473876,0,0,0,0,0,1.731,1
0.848,12,83,53.5,1032.4,766.6,14,10,7,190,0,8,5,4,0,129,98.42079287,0.156469227,3512.179697,2473.221957,0,0,0,0,0,1.731,1
1.929,58,38,77,1077.425,690.575,8,13,4,139,0,2,2,1,0,129,72.23250173,0.150901841,1292.72284,6684.800161,0,0,0,0,0,3.982,1
3.536,55,38,74,932.25,878.75,9,12.5,4.5,132,0,3,2.5,1.5,0,122,31.05483871,0.193490606,1367.490474,92.05321401,0,0,0,0,0,7.271,4
0.519,11,82,52,933.75,880.25,14,10,7,170,0,8,5,4,0,104.5,42.26851383,0.209149576,806.8038827,92.46341802,0,0,0,0,0,1.08,0
3.111,55,35,72.5,1266.83,544.17,8,12,4,138,0,2,3,1,0,190.5,59.24920019,0.19399486,1175.142845,6358.615893,0,0,0,0,0,6.062,3
0.591,11,79,50.5,1268.33,545.67,13,9.5,6.5,170,0,7,5.5,3.5,0,173,88.22593487,0.162374732,687.433996,6384.452021,0,0,0,0,0,1.108,0
0.412,65,22,79.66666667,448.1766667,524.5022222,5,14.33333333,2.222222222,145,0,1,1.666666667,0.444444444,0,83,85.13788893,0.074259308,5153.440712,0,0,0,0,0,0,1.68,1
2.612,58,37,82.66666667,766.5333333,667.6444444,8,14.33333333,3.555555556,126,0,2,1.666666667,0.888888889,0,107.3333333,71.65125928,0.10721955,1321.305785,0,0,0,0,0,0,5.763,3
4.011,49,37,73.66666667,1089.6,726.9333333,9,12,4,148,0,3,4,1.333333333,0,84.33333333,61.14825765,0.249713355,1018.040903,0,0,0,0,0,0,7.362,4
3.552,49,41,76.33333333,1208.44,647.7066667,10,12.66666667,4.444444444,139,0,4,3.333333333,1.777777778,0,177.6666667,72.36334252,0.158837886,1011.275319,0,0,0,0,0,0,6.123,3
3.703,55,35,78.33333333,1085.44,483.7066667,8,13.33333333,3.555555556,138,0,2,2.666666667,0.888888889,0,177.6666667,68.20317074,0.16852648,1223.858857,0,0,0,0,0,0,7.893,4
1.94,51,37,75.66666667,1490.573333,1469.617778,10,12.66666667,4.444444444,162,0,4,3.333333333,1.777777778,0,123,101.4536479,0.061386244,15660.13103,370.339257,363.73381,0,0,0,0,3.039,2
0.55,66,29,87.75,533.6825,401.82375,6,15.5,2.25,136,0,0,1,0,0,104.25,91.5461753,0.080336162,18625.2582,2506.479586,2408.618125,2436.519557,0,0,0,3.334,1
4.348,52,43,84.25,579.1,469.95,10,14.5,3.75,139,0,4,2,1.5,0,102.25,83.36222413,0.091785936,1065.43616,2498.347982,2399.320691,2444.747947,0,0,6.295178919,7.828,4
1.436,61,35,87.25,722.1375,502.93125,7,15.25,2.625,139,0,1,1.25,0.375,0,104.25,100.6669776,0.11122842,1408.682124,6751.74034,6560.606794,6721.461196,0,0,0,2.729,2
1.404,48,48,84,1112.6375,1088.68125,12,14,4.5,170,0,6,2.5,2.25,0,105.25,90.5934885,0.130396158,15615.72954,6867.04643,6581.268082,6569.26251,0,0,0,2.834,2
0.682,44,50,81.5,660.7,733.65,13,13.75,4.875,175,0,7,2.75,2.625,0,96.5,77.30129786,0.091088062,3703.259913,429.215339,438.2433421,410.5164415,0,0,0,1.308,1
0.634,71,23,84,153.5733333,65.84888889,5,15,2,132,0,2,1,0.666666667,0,80.66666667,57.25345587,0.111962591,19022.88842,437.0774155,67.51529265,0,0,0,0,1.731,1
0.553,44,50,75.33333333,895.9866667,821.3422222,13,12.33333333,5.555555556,175,0,7,3.666666667,2.888888889,0,109.3333333,66.20369794,0.120718894,3936.577337,3384.030434,434.7320962,425.9214883,376.4452675,364.6202985,0,2.19,1
0.402,71,25,84.66666667,225.3233333,113.6822222,5,15,2,139,0,2,1,0.666666667,0,80.66666667,59.12185478,0.149611826,19071.13837,6774.591657,67.68108893,0,0,0,0,0.884,1
